Orderdetails_id,Order_id,Pizza_id,Quantity
13999,1314,109,4
14000,1314,237,3
14001,1314,52,2
14002,1314,204,4
14003,1314,310,2
14004,1314,265,4
14005,1314,393,1
14006,1314,391,1
14007,1314,262,5
14008,1314,359,1
14009,1314,180,3
14010,1314,81,2
14011,1314,186,3
14012,1314,694,5
14013,1314,572,5
14014,1314,519,4
14015,1315,543,2
14016,1315,51,3
14017,1315,567,3
14018,1315,129,3
14019,1315,357,2
14020,1315,677,3
14021,1315,178,3
14022,1315,58,1
14023,1316,379,5
14024,1316,296,4
14025,1316,94,1
14026,1316,510,1
14027,1317,427,2
14028,1317,524,5
14029,1317,60,4
14030,1317,280,3
14031,1317,640,2
14032,1317,468,1
14033,1317,532,3
14034,1317,404,3
14035,1317,622,3
14036,1317,517,4
14037,1317,697,2
14038,1317,597,5
14039,1317,246,4
14040,1317,175,5
14041,1317,40,1
14042,1317,686,1
14043,1318,428,5
14044,1318,254,5
14045,1319,64,3
14046,1320,248,4
14047,1320,673,1
14048,1320,425,5
14049,1320,52,5
14050,1320,251,3
14051,1320,693,1
14052,1320,515,4
14053,1320,86,3
14054,1320,444,2
14055,1320,71,5
14056,1320,630,3
14057,1320,183,5
14058,1320,462,3
14059,1320,570,5
14060,1320,399,1
14061,1320,57,2
14062,1320,434,1
14063,1320,315,5
14064,1320,8,3
14065,1321,292,1
14066,1321,729,4
14067,1321,12,1
14068,1321,602,3
14069,1321,239,1
14070,1321,215,5
14071,1321,542,5
14072,1321,261,4
14073,1321,442,4
14074,1321,54,4
14075,1322,706,2
14076,1322,569,3
14077,1322,501,1
14078,1322,288,2
14079,1322,670,2
14080,1322,32,5
14081,1322,169,4
14082,1322,539,1
14083,1322,726,4
14084,1322,672,3
14085,1322,375,5
14086,1322,170,5
14087,1322,543,3
14088,1322,6,1
14089,1322,194,4
14090,1322,564,4
14091,1322,723,1
14092,1323,267,4
14093,1323,515,4
14094,1323,218,3
14095,1323,198,2
14096,1323,351,1
14097,1323,306,4
14098,1323,209,1
14099,1323,322,1
14100,1323,182,1
14101,1323,411,2
14102,1323,53,3
14103,1323,404,4
14104,1323,442,4
14105,1323,83,5
14106,1323,18,1
14107,1323,234,2
14108,1323,155,1
14109,1323,390,5
14110,1323,99,5
14111,1323,99,3
14112,1324,180,4
14113,1324,48,3
14114,1324,424,3
14115,1324,208,5
14116,1324,606,3
14117,1324,128,3
14118,1324,728,3
14119,1324,588,1
14120,1324,229,2
14121,1324,613,2
14122,1324,184,2
14123,1325,663,1
14124,1325,391,2
14125,1325,321,1
14126,1325,500,2
14127,1325,153,4
14128,1325,323,3
14129,1325,38,2
14130,1325,108,2
14131,1325,716,3
14132,1326,279,4
14133,1326,661,2
14134,1326,465,1
14135,1326,315,3
14136,1326,14,1
14137,1327,96,4
14138,1328,658,5
14139,1328,335,1
14140,1328,372,4
14141,1328,57,3
14142,1328,200,3
14143,1328,588,1
14144,1328,149,2
14145,1328,303,1
14146,1328,389,1
14147,1328,406,3
14148,1328,403,5
14149,1328,309,4
14150,1328,506,4
14151,1328,266,4
14152,1328,584,1
14153,1328,507,1
14154,1329,60,5
14155,1330,128,4
14156,1330,555,5
14157,1330,488,5
14158,1330,719,3
14159,1330,429,2
14160,1330,310,4
14161,1330,352,3
14162,1330,22,5
14163,1330,312,4
14164,1330,581,1
14165,1330,77,4
14166,1330,523,2
14167,1331,686,5
14168,1331,711,3
14169,1332,68,1
14170,1332,112,2
14171,1332,37,2
14172,1332,444,3
14173,1332,205,4
14174,1332,552,1
14175,1332,369,4
14176,1332,197,2
14177,1332,160,3
14178,1332,414,5
14179,1332,110,4
14180,1332,445,3
14181,1333,606,3
14182,1333,103,2
14183,1333,223,3
14184,1333,319,3
14185,1333,175,3
14186,1333,595,4
14187,1333,434,1
14188,1333,536,2
14189,1333,616,2
14190,1333,635,3
14191,1334,270,3
14192,1334,275,3
14193,1334,467,4
14194,1334,507,2
14195,1335,695,2
14196,1335,245,3
14197,1336,489,5
14198,1337,267,2
14199,1337,706,1
14200,1337,342,2
14201,1337,453,2
14202,1338,552,5
14203,1338,219,1
14204,1338,466,4
14205,1338,165,1
14206,1338,385,1
14207,1338,456,3
14208,1338,64,5
14209,1338,266,4
14210,1338,115,3
14211,1339,257,1
14212,1339,644,5
14213,1339,177,2
14214,1340,468,5
14215,1340,45,5
14216,1340,521,5
14217,1340,331,2
14218,1340,368,3
14219,1340,625,4
14220,1340,671,3
14221,1340,213,2
14222,1340,16,5
14223,1340,431,5
14224,1340,244,1
14225,1340,462,3
14226,1340,598,4
14227,1340,447,5
14228,1340,183,1
14229,1340,89,5
14230,1341,473,1
14231,1341,348,1
14232,1341,353,4
14233,1341,676,1
14234,1341,268,3
14235,1341,686,3
14236,1341,334,5
14237,1341,1,1
14238,1341,402,3
14239,1341,634,3
14240,1341,88,4
14241,1341,159,5
14242,1341,284,5
14243,1341,567,2
14244,1341,496,5
14245,1341,484,2
14246,1342,128,5
14247,1343,723,5
14248,1343,53,5
14249,1343,458,4
14250,1343,109,1
14251,1343,367,3
14252,1344,361,4
14253,1344,676,3
14254,1344,216,1
14255,1345,662,5
14256,1346,119,1
14257,1346,730,1
14258,1346,713,1
14259,1346,366,5
14260,1346,503,1
14261,1346,419,1
14262,1346,57,4
14263,1346,131,5
14264,1346,64,5
14265,1346,729,2
14266,1346,504,4
14267,1346,142,4
14268,1347,728,5
14269,1347,229,5
14270,1347,585,2
14271,1347,457,5
14272,1347,351,4
14273,1347,163,4
14274,1347,442,4
14275,1347,450,2
14276,1347,406,1
14277,1347,298,4
14278,1347,258,2
14279,1347,244,1
14280,1347,574,4
14281,1347,345,5
14282,1347,283,2
14283,1347,174,3
14284,1347,574,1
14285,1347,409,3
14286,1347,513,1
14287,1348,120,3
14288,1348,238,4
14289,1348,482,1
14290,1348,630,2
14291,1348,610,2
14292,1349,657,2
14293,1350,213,4
14294,1350,450,2
14295,1350,140,4
14296,1350,188,3
14297,1350,279,1
14298,1350,314,2
14299,1350,535,2
14300,1350,647,3
14301,1350,216,5
14302,1350,152,5
14303,1350,30,1
14304,1350,414,5
14305,1350,163,2
14306,1350,201,1
14307,1350,125,2
14308,1350,730,5
14309,1350,92,2
14310,1350,591,1
14311,1350,527,1
14312,1351,297,5
14313,1351,657,2
14314,1351,53,2
14315,1351,221,3
14316,1351,412,3
14317,1351,396,4
14318,1351,489,4
14319,1351,320,2
14320,1351,399,2
14321,1351,655,2
14322,1352,663,2
14323,1352,672,4
14324,1352,590,3
14325,1352,100,3
14326,1352,99,3
14327,1352,182,2
14328,1352,84,5
14329,1353,679,1
14330,1353,696,4
14331,1353,2,4
14332,1353,449,2
14333,1353,647,1
14334,1353,47,1
14335,1353,223,5
14336,1353,321,3
14337,1353,88,1
14338,1353,128,2
14339,1353,491,2
14340,1353,442,1
14341,1353,583,5
14342,1353,266,3
14343,1353,209,3
14344,1353,284,1
14345,1353,487,3
14346,1354,575,5
14347,1354,641,3
14348,1354,235,3
14349,1354,110,3
14350,1354,702,5
14351,1354,45,2
14352,1354,331,5
14353,1354,225,1
14354,1354,265,2
14355,1354,526,2
14356,1355,184,2
14357,1355,457,5
14358,1355,230,5
14359,1355,644,1
14360,1355,426,1
14361,1355,485,5
14362,1355,661,1
14363,1355,360,5
14364,1356,63,5
14365,1356,711,3
14366,1356,422,5
14367,1356,243,3
14368,1356,512,3
14369,1356,302,4
14370,1356,24,5
14371,1356,1,2
14372,1356,604,1
14373,1356,721,2
14374,1356,143,1
14375,1356,61,1
14376,1356,527,3
14377,1356,20,3
14378,1356,335,2
14379,1356,52,1
14380,1356,640,2
14381,1356,553,5
14382,1356,138,2
14383,1356,449,3
14384,1357,477,3
14385,1357,148,3
14386,1357,61,4
14387,1357,269,3
14388,1357,538,1
14389,1357,77,1
14390,1357,474,5
14391,1357,229,5
14392,1357,602,1
14393,1357,250,5
14394,1357,580,2
14395,1357,478,4
14396,1357,343,1
14397,1357,703,5
14398,1358,187,1
14399,1358,111,3
14400,1358,587,5
14401,1358,240,1
14402,1358,418,4
14403,1358,166,2
14404,1358,614,5
14405,1358,235,4
14406,1358,197,1
14407,1358,336,1
14408,1358,722,3
14409,1358,537,5
14410,1358,513,4
14411,1358,112,4
14412,1358,87,4
14413,1358,4,4
14414,1358,289,1
14415,1358,378,3
14416,1358,100,1
14417,1358,7,1
14418,1359,41,4
14419,1359,663,2
14420,1359,157,4
14421,1359,380,3
14422,1359,702,1
14423,1359,360,5
14424,1359,344,4
14425,1359,186,2
14426,1359,377,4
14427,1359,10,5
14428,1359,259,3
14429,1359,563,5
14430,1359,224,5
14431,1360,494,4
14432,1360,98,2
14433,1360,124,1
14434,1360,473,2
14435,1360,2,3
14436,1360,518,1
14437,1360,56,2
14438,1360,321,1
14439,1360,133,3
14440,1360,61,2
14441,1360,685,2
14442,1360,504,5
14443,1360,351,5
14444,1360,10,5
14445,1360,593,3
14446,1360,14,2
14447,1360,8,5
14448,1361,664,1
14449,1361,475,1
14450,1361,367,1
14451,1361,368,2
14452,1361,690,3
14453,1361,16,5
14454,1362,59,3
14455,1362,282,4
14456,1362,591,2
14457,1362,296,5
14458,1362,202,3
14459,1362,595,4
14460,1362,620,3
14461,1362,90,3
14462,1362,72,1
14463,1362,280,2
14464,1362,399,4
14465,1362,259,1
14466,1362,575,5
14467,1362,103,5
14468,1362,599,1
14469,1362,58,3
14470,1362,6,4
14471,1362,211,4
14472,1362,190,1
14473,1362,684,3
14474,1363,554,1
14475,1363,203,4
14476,1363,342,3
14477,1363,282,3
14478,1363,561,1
14479,1363,188,3
14480,1363,350,2
14481,1363,348,4
14482,1363,499,3
14483,1363,526,5
14484,1363,661,4
14485,1364,656,4
14486,1364,513,2
14487,1364,608,1
14488,1364,624,1
14489,1364,426,5
14490,1364,710,2
14491,1364,692,2
14492,1364,266,1
14493,1365,190,2
14494,1365,133,1
14495,1365,57,3
14496,1365,488,5
14497,1365,522,4
14498,1365,176,3
14499,1365,420,2
14500,1365,500,1
14501,1366,130,2
14502,1366,495,5
14503,1366,432,1
14504,1367,339,1
14505,1367,558,4
14506,1367,559,3
14507,1367,327,1
14508,1368,648,3
14509,1368,643,5
14510,1368,387,5
14511,1368,641,4
14512,1368,211,1
14513,1368,1,3
14514,1368,504,2
14515,1368,683,1
14516,1368,496,3
14517,1368,655,2
14518,1368,298,2
14519,1368,197,2
14520,1368,491,4
14521,1368,183,3
14522,1368,129,5
14523,1368,183,2
14524,1368,532,4
14525,1369,255,4
14526,1369,478,3
14527,1370,135,2
14528,1370,574,3
14529,1370,684,3
14530,1370,462,4
14531,1370,213,4
14532,1370,291,4
14533,1371,448,3
14534,1371,22,3
14535,1371,193,1
14536,1371,29,4
14537,1371,447,5
14538,1371,628,5
14539,1371,686,2
14540,1371,92,5
14541,1371,51,3
14542,1371,604,3
14543,1371,618,4
14544,1371,328,2
14545,1371,502,4
14546,1371,584,2
14547,1371,130,3
14548,1371,468,1
14549,1371,53,5
14550,1371,230,5
14551,1371,36,1
14552,1371,354,4
14553,1372,566,4
14554,1372,627,3
14555,1372,299,1
14556,1372,528,3
14557,1372,422,2
14558,1372,523,1
14559,1372,217,4
14560,1372,688,1
14561,1372,131,3
14562,1372,22,5
14563,1372,88,2
14564,1372,373,5
14565,1372,76,4
14566,1372,411,2
14567,1372,211,2
14568,1372,589,4
14569,1373,126,3
14570,1373,662,5
14571,1373,590,5
14572,1373,263,1
14573,1373,511,4
14574,1373,425,3
14575,1373,43,2
14576,1373,568,3
14577,1373,199,4
14578,1373,170,1
14579,1373,126,4
14580,1373,193,1
14581,1373,680,1
14582,1373,76,3
14583,1373,290,1
14584,1373,48,2
14585,1374,160,5
14586,1374,466,4
14587,1374,672,1
14588,1374,53,1
14589,1374,712,4
14590,1374,433,3
14591,1374,581,1
14592,1374,731,5
14593,1374,134,1
14594,1375,627,3
14595,1375,417,2
14596,1375,96,3
14597,1375,596,1
14598,1375,493,4
14599,1375,193,1
14600,1375,416,2
14601,1375,485,2
14602,1375,538,5
14603,1375,173,2
14604,1376,648,2
14605,1376,390,1
14606,1376,149,1
14607,1376,664,4
14608,1376,396,3
14609,1376,274,1
14610,1377,152,2
14611,1377,184,5
14612,1377,509,2
14613,1377,129,2
14614,1377,322,4
14615,1377,580,4
14616,1377,337,5
14617,1377,517,3
14618,1377,687,5
14619,1377,269,1
14620,1377,705,4
14621,1377,276,4
14622,1377,131,5
14623,1377,84,1
14624,1378,445,1
14625,1378,698,2
14626,1378,361,3
14627,1378,192,2
14628,1378,10,5
14629,1378,291,1
14630,1378,606,1
14631,1378,468,5
14632,1378,229,2
14633,1378,363,4
14634,1378,669,5
14635,1378,113,1
14636,1378,595,4
14637,1378,234,4
14638,1378,575,4
14639,1378,81,3
14640,1379,312,2
14641,1379,428,1
14642,1379,714,5
14643,1379,169,5
14644,1379,40,3
14645,1379,138,3
14646,1379,129,3
14647,1379,11,1
14648,1379,376,3
14649,1379,325,2
14650,1379,89,2
14651,1379,691,1
14652,1379,406,4
14653,1380,520,3
14654,1380,412,2
14655,1380,127,2
14656,1380,357,4
14657,1380,136,5
14658,1380,17,5
14659,1380,408,3
14660,1380,728,5
14661,1380,304,4
14662,1380,538,5
14663,1380,131,1
14664,1380,121,1
14665,1380,185,5
14666,1380,177,1
14667,1380,52,2
14668,1380,637,3
14669,1381,264,2
14670,1381,73,2
14671,1381,40,5
14672,1381,54,2
14673,1381,542,4
14674,1381,152,5
14675,1381,312,2
14676,1381,695,4
14677,1381,99,5
14678,1381,411,1
14679,1381,354,2
14680,1381,267,4
14681,1381,216,4
14682,1381,290,5
14683,1381,168,5
14684,1381,461,2
14685,1381,54,5
14686,1381,154,4
14687,1381,385,2
14688,1382,230,4
14689,1382,398,2
14690,1382,596,1
14691,1382,297,4
14692,1382,78,1
14693,1382,181,1
14694,1382,503,2
14695,1382,709,2
14696,1383,572,1
14697,1383,68,3
14698,1383,509,5
14699,1383,443,4
14700,1384,48,1
14701,1384,606,5
14702,1384,600,3
14703,1384,654,5
14704,1384,380,5
14705,1384,649,2
14706,1384,395,5
14707,1384,684,5
14708,1384,403,4
14709,1385,150,4
14710,1385,30,3
14711,1386,116,1
14712,1386,511,2
14713,1386,466,4
14714,1386,498,5
14715,1386,666,1
14716,1386,122,1
14717,1386,69,3
14718,1386,441,2
14719,1386,719,3
14720,1386,723,4
14721,1386,152,3
14722,1386,304,2
14723,1386,711,2
14724,1387,369,2
14725,1387,282,1
14726,1387,182,4
14727,1387,70,5
14728,1387,679,1
14729,1387,94,4
14730,1387,303,1
14731,1387,173,1
14732,1387,451,5
14733,1387,437,1
14734,1387,584,5
14735,1387,29,3
14736,1387,540,1
14737,1387,69,5
14738,1387,7,5
14739,1388,452,1
14740,1388,155,5
14741,1388,282,2
14742,1388,238,2
14743,1388,237,2
14744,1388,117,3
14745,1388,526,3
14746,1388,529,4
14747,1388,27,4
14748,1388,75,4
14749,1388,438,2
14750,1388,504,3
14751,1388,447,3
14752,1388,587,4
14753,1388,238,1
14754,1388,125,4
14755,1388,504,1
14756,1388,292,1
14757,1388,174,5
14758,1389,255,5
14759,1389,562,4
14760,1390,1,3
14761,1390,342,5
14762,1390,521,4
14763,1390,142,5
14764,1390,297,4
14765,1390,110,4
14766,1391,84,2
14767,1391,285,1
14768,1391,558,2
14769,1391,731,2
14770,1391,434,2
14771,1391,207,2
14772,1391,311,3
14773,1391,407,4
14774,1391,415,5
14775,1391,100,4
14776,1391,91,2
14777,1391,554,1
14778,1391,38,5
14779,1391,15,2
14780,1391,11,5
14781,1391,261,4
14782,1391,42,5
14783,1391,622,1
14784,1391,177,4
14785,1392,41,2
14786,1392,141,3
14787,1392,222,1
14788,1392,491,3
14789,1392,554,3
14790,1392,706,1
14791,1392,406,1
14792,1392,204,5
14793,1392,190,2
14794,1392,7,4
14795,1392,64,3
14796,1392,644,3
14797,1392,330,2
14798,1392,7,1
14799,1392,179,4
14800,1393,332,2
14801,1394,66,5
14802,1394,6,1
14803,1394,11,4
14804,1394,418,2
14805,1394,244,3
14806,1394,231,2
14807,1394,427,1
14808,1394,460,1
14809,1394,679,4
14810,1394,678,3
14811,1395,713,3
14812,1395,319,4
14813,1395,265,3
14814,1395,719,3
14815,1395,190,3
14816,1395,356,4
14817,1395,371,3
14818,1395,43,2
14819,1395,337,4
14820,1395,254,1
14821,1395,646,2
14822,1395,156,5
14823,1395,26,5
14824,1395,544,2
14825,1395,144,5
14826,1395,95,4
14827,1396,89,3
14828,1396,691,1
14829,1396,609,2
14830,1396,689,1
14831,1396,231,2
14832,1396,505,3
14833,1396,148,2
14834,1396,250,5
14835,1397,140,2
14836,1397,657,5
14837,1397,298,2
14838,1397,629,2
14839,1397,391,5
14840,1397,61,2
14841,1397,385,4
14842,1397,589,2
14843,1397,60,4
14844,1397,44,2
14845,1397,209,4
14846,1397,506,1
14847,1397,585,4
14848,1397,172,3
14849,1398,695,1
14850,1398,455,1
14851,1398,678,2
14852,1398,7,2
14853,1398,157,4
14854,1398,369,3
14855,1398,246,1
14856,1398,190,3
14857,1398,44,3
14858,1398,222,4
14859,1398,262,4
14860,1398,336,1
14861,1398,309,1
14862,1398,17,5
14863,1398,86,1
14864,1398,62,3
14865,1398,530,5
14866,1398,199,1
14867,1399,603,2
14868,1399,339,5
14869,1399,54,5
14870,1399,125,2
14871,1399,202,2
14872,1399,194,1
14873,1399,268,5
14874,1400,416,4
14875,1400,33,2
14876,1400,208,2
14877,1400,306,5
14878,1400,499,4
14879,1400,605,3
14880,1400,144,1
14881,1400,48,1
14882,1400,19,2
14883,1400,112,3
14884,1400,462,4
14885,1400,605,5
14886,1401,612,5
14887,1402,33,2
14888,1402,680,2
14889,1402,457,1
14890,1402,250,1
14891,1403,91,3
14892,1403,394,1
14893,1403,593,5
14894,1403,543,2
14895,1403,84,4
14896,1403,177,5
14897,1403,266,2
14898,1403,160,4
14899,1403,616,2
14900,1403,276,3
14901,1403,368,4
14902,1403,469,5
14903,1403,83,4
14904,1404,543,2
14905,1404,709,4
14906,1404,721,1
14907,1404,419,5
14908,1404,253,2
14909,1404,45,5
14910,1404,504,1
14911,1404,366,2
14912,1404,357,2
14913,1404,42,1
14914,1404,460,2
14915,1405,691,2
14916,1405,124,4
14917,1405,424,3
14918,1405,450,2
14919,1405,40,3
14920,1405,417,3
14921,1405,14,1
14922,1405,30,5
14923,1405,280,1
14924,1405,347,4
14925,1406,651,1
14926,1406,166,3
14927,1406,322,3
14928,1406,51,2
14929,1406,259,5
14930,1407,606,2
14931,1407,252,5
14932,1408,694,1
14933,1408,155,1
14934,1408,672,4
14935,1408,113,2
14936,1408,683,3
14937,1409,623,3
14938,1409,385,5
14939,1409,8,4
14940,1409,371,4
14941,1409,619,5
14942,1409,173,4
14943,1409,395,5
14944,1409,641,2
14945,1409,573,4
14946,1409,631,3
14947,1409,264,5
14948,1409,319,2
14949,1409,75,2
14950,1409,375,3
14951,1409,347,1
14952,1409,624,5
14953,1409,135,3
14954,1409,717,2
14955,1409,4,3
14956,1409,497,5
14957,1410,29,3
14958,1410,636,5
14959,1410,618,1
14960,1410,357,1
14961,1410,342,1
14962,1410,698,3
14963,1410,400,4
14964,1410,247,2
14965,1410,652,1
14966,1410,322,2
14967,1410,33,3
14968,1410,170,5
14969,1410,363,4
14970,1410,305,1
14971,1411,76,5
14972,1411,152,5
14973,1411,398,1
14974,1411,395,1
14975,1411,605,1
14976,1411,459,5
14977,1411,317,2
14978,1411,158,2
14979,1411,247,1
14980,1411,220,3
14981,1411,428,5
14982,1411,168,5
14983,1411,78,3
14984,1411,583,5
14985,1411,718,2
14986,1412,610,4
14987,1412,80,1
14988,1412,108,5
14989,1412,112,3
14990,1412,42,4
14991,1412,453,1
14992,1412,484,3
14993,1412,322,4
14994,1412,140,4
14995,1412,416,3
14996,1412,129,1
14997,1412,332,2
14998,1412,42,5
14999,1412,101,1
15000,1412,132,3
15001,1412,96,4
15002,1412,120,2
15003,1412,8,4
15004,1412,285,4
15005,1412,188,5
15006,1413,699,1
15007,1413,484,3
15008,1413,110,4
15009,1413,535,3
15010,1413,241,3
15011,1413,655,4
15012,1413,222,3
15013,1413,399,2
15014,1413,225,2
15015,1413,529,4
15016,1413,505,1
15017,1413,706,4
15018,1413,162,2
15019,1413,119,4
15020,1413,197,1
15021,1413,519,1
15022,1414,92,2
15023,1414,30,2
15024,1414,50,5
15025,1414,303,1
15026,1414,137,3
15027,1414,608,3
15028,1414,41,5
15029,1414,366,3
15030,1414,448,3
15031,1414,339,3
15032,1414,36,2
15033,1414,131,5
15034,1414,376,2
15035,1414,478,3
15036,1414,648,3
15037,1414,545,3
15038,1414,201,3
15039,1414,343,3
15040,1414,511,3
15041,1414,366,4
15042,1415,680,3
15043,1415,264,3
15044,1415,334,4
15045,1416,519,2
15046,1416,715,1
15047,1416,92,3
15048,1416,570,1
15049,1416,647,5
15050,1416,298,5
15051,1416,621,2
15052,1416,527,1
15053,1416,252,2
15054,1416,270,3
15055,1417,192,2
15056,1417,422,5
15057,1417,120,5
15058,1417,274,4
15059,1417,455,4
15060,1417,573,3
15061,1417,357,3
15062,1417,471,2
15063,1417,395,5
15064,1418,390,5
15065,1418,95,3
15066,1418,285,2
15067,1418,9,1
15068,1418,639,1
15069,1418,414,5
15070,1418,514,4
15071,1418,562,1
15072,1418,96,3
15073,1418,47,1
15074,1418,578,3
15075,1418,580,3
15076,1418,532,2
15077,1418,82,5
15078,1418,387,4
15079,1418,699,2
15080,1419,283,5
15081,1419,239,2
15082,1419,364,5
15083,1419,39,3
15084,1419,179,5
15085,1419,245,5
15086,1419,388,5
15087,1419,670,1
15088,1419,655,2
15089,1419,396,5
15090,1420,118,3
15091,1420,498,5
15092,1420,392,1
15093,1420,396,2
15094,1420,407,2
15095,1420,682,5
15096,1420,421,5
15097,1421,647,4
15098,1421,63,3
15099,1421,466,3
15100,1421,555,2
15101,1421,711,2
15102,1421,213,2
15103,1422,37,1
15104,1422,127,1
15105,1422,36,1
15106,1422,168,4
15107,1422,322,2
15108,1422,545,2
15109,1422,194,4
15110,1422,132,2
15111,1422,109,5
15112,1422,285,3
15113,1422,728,5
15114,1422,193,3
15115,1423,197,3
15116,1424,118,2
15117,1424,519,5
15118,1424,109,2
15119,1424,235,4
15120,1424,86,2
15121,1425,324,3
15122,1425,2,4
15123,1425,434,3
15124,1425,152,5
15125,1425,363,2
15126,1425,712,4
15127,1425,499,5
15128,1425,335,2
15129,1425,559,3
15130,1425,144,2
15131,1425,604,3
15132,1425,498,4
15133,1425,687,3
15134,1425,355,4
15135,1425,169,1
15136,1425,448,3
15137,1425,304,1
15138,1426,606,4
15139,1426,111,3
15140,1426,616,1
15141,1426,632,3
15142,1426,256,2
15143,1426,508,1
15144,1426,427,2
15145,1426,81,1
15146,1426,709,5
15147,1426,258,2
15148,1426,480,3
15149,1426,166,3
15150,1426,651,4
15151,1426,568,1
15152,1426,508,4
15153,1426,271,4
15154,1426,377,3
15155,1426,27,2
15156,1427,113,1
15157,1427,56,4
15158,1427,246,1
15159,1427,173,5
15160,1427,369,4
15161,1427,584,5
15162,1427,554,2
15163,1427,296,2
15164,1427,26,5
15165,1427,93,3
15166,1427,262,5
15167,1427,614,4
15168,1428,664,1
15169,1428,390,5
15170,1428,432,1
15171,1428,136,2
15172,1428,464,3
15173,1428,358,4
15174,1429,37,5
15175,1429,505,4
15176,1429,704,3
15177,1429,533,4
15178,1429,441,4
15179,1429,622,3
15180,1429,158,5
15181,1429,704,4
15182,1429,454,2
15183,1429,24,4
15184,1429,225,2
15185,1429,428,1
15186,1430,586,4
15187,1430,727,4
15188,1430,373,2
15189,1430,620,4
15190,1430,490,2
15191,1430,607,2
15192,1431,613,2
15193,1431,535,4
15194,1431,44,5
15195,1431,145,5
15196,1431,46,3
15197,1431,566,1
15198,1431,95,4
15199,1431,164,1
15200,1431,544,4
15201,1431,9,4
15202,1431,611,1
15203,1431,451,4
15204,1431,128,1
15205,1431,74,5
15206,1431,152,1
15207,1431,554,2
15208,1431,32,5
15209,1431,245,1
15210,1431,77,3
15211,1431,10,3
15212,1432,559,2
15213,1432,431,5
15214,1432,31,5
15215,1432,415,2
15216,1432,464,1
15217,1432,512,1
15218,1432,424,2
15219,1432,144,1
15220,1432,503,2
15221,1432,514,3
15222,1432,191,4
15223,1432,92,4
15224,1432,605,3
15225,1432,352,2
15226,1432,402,1
15227,1432,35,4
15228,1432,548,5
15229,1432,142,3
15230,1432,140,3
15231,1433,187,1
15232,1434,13,1
15233,1434,555,3
15234,1435,69,1
15235,1435,157,5
15236,1435,464,4
15237,1435,467,1
15238,1435,440,3
15239,1435,697,2
15240,1435,213,3
15241,1435,112,1
15242,1435,406,5
15243,1436,121,4
15244,1436,120,4
15245,1436,307,4
15246,1436,49,3
15247,1436,582,2
15248,1436,347,5
15249,1436,360,3
15250,1436,533,5
15251,1436,160,5
15252,1437,539,4
15253,1437,640,5
15254,1437,627,1
15255,1437,321,5
15256,1437,400,1
15257,1437,261,2
15258,1437,252,5
15259,1437,558,1
15260,1437,223,1
15261,1438,659,4
15262,1438,676,3
15263,1438,718,2
15264,1438,334,5
15265,1438,283,4
15266,1438,562,4
15267,1438,429,3
15268,1438,52,1
15269,1438,535,2
15270,1439,17,1
15271,1439,57,1
15272,1439,49,2
15273,1439,387,1
15274,1439,333,2
15275,1439,71,5
15276,1439,25,5
15277,1440,239,4
15278,1440,612,4
15279,1440,211,1
15280,1440,583,5
15281,1440,394,5
15282,1440,385,1
15283,1440,628,3
15284,1441,724,3
15285,1441,448,2
15286,1441,532,1
15287,1441,132,1
15288,1441,218,2
15289,1441,601,1
15290,1441,228,3
15291,1441,18,3
15292,1441,289,4
15293,1441,475,5
15294,1441,168,1
15295,1441,626,2
15296,1441,95,5
15297,1441,711,4
15298,1441,655,1
15299,1441,219,3
15300,1441,106,3
15301,1441,494,3
15302,1441,388,2
15303,1442,541,4
15304,1442,260,5
15305,1442,624,1
15306,1442,650,3
15307,1442,33,5
15308,1442,200,4
15309,1442,32,2
15310,1442,714,3
15311,1442,213,5
15312,1442,498,5
15313,1442,595,5
15314,1442,146,4
15315,1442,476,2
15316,1443,104,1
15317,1443,727,3
15318,1443,381,4
15319,1443,404,2
15320,1443,584,4
15321,1443,55,3
15322,1443,214,4
15323,1443,446,3
15324,1443,399,5
15325,1443,721,2
15326,1443,460,2
15327,1443,211,3
15328,1444,214,3
15329,1444,511,2
15330,1445,21,4
15331,1445,251,2
15332,1445,84,5
15333,1445,225,2
15334,1445,164,5
15335,1445,93,2
15336,1445,157,4
15337,1445,723,1
15338,1445,681,3
15339,1445,412,2
15340,1445,435,5
15341,1445,54,5
15342,1445,136,1
15343,1445,320,3
15344,1445,665,3
15345,1445,141,3
15346,1446,272,3
15347,1446,623,5
15348,1446,497,2
15349,1446,638,3
15350,1446,512,2
15351,1446,576,3
15352,1446,327,5
15353,1446,171,5
15354,1446,604,3
15355,1446,416,2
15356,1446,469,2
15357,1446,634,4
15358,1447,643,3
15359,1447,95,4
15360,1447,570,4
15361,1447,185,1
15362,1447,311,3
15363,1447,424,5
15364,1447,678,5
15365,1447,154,2
15366,1447,188,1
15367,1447,284,2
15368,1448,116,4
15369,1448,609,5
15370,1448,417,4
15371,1448,39,2
15372,1448,264,2
15373,1448,319,1
15374,1448,32,3
15375,1448,484,5
15376,1448,600,3
15377,1448,530,2
15378,1448,155,4
15379,1449,80,2
15380,1449,632,4
15381,1449,41,3
15382,1449,584,5
15383,1449,454,5
15384,1449,614,5
15385,1449,21,4
15386,1449,598,3
15387,1449,381,5
15388,1449,671,5
15389,1449,180,2
15390,1449,114,2
15391,1449,184,2
15392,1449,57,4
15393,1450,480,3
15394,1450,284,1
15395,1450,207,1
